type=bedGraph			
NC_000913	52364	52365	0.661
NC_000913	67035	67036	0.727
NC_000913	76066	76067	0.749
NC_000913	76067	76068	0.738
NC_000913	79782	79783	0.705
NC_000913	81180	81181	0.623
NC_000913	99531	99532	0.684
NC_000913	104207	104208	0.643
NC_000913	104371	104372	0.743
NC_000913	111404	111405	0.643
NC_000913	116346	116347	0.732
NC_000913	126961	126962	0.732
NC_000913	137187	137188	0.718
NC_000913	137580	137581	0.687
NC_000913	142604	142605	0.665
NC_000913	151148	151149	0.646
NC_000913	152066	152067	0.687
NC_000913	166892	166893	0.639
NC_000913	170674	170675	0.725
NC_000913	176766	176767	0.747
NC_000913	184902	184903	0.735
NC_000913	187268	187269	0.741
NC_000913	192251	192252	0.696
NC_000913	205475	205476	0.66
NC_000913	209506	209507	0.747
NC_000913	211202	211203	0.699
NC_000913	231256	231257	0.667
NC_000913	235697	235698	0.718
NC_000913	248747	248748	0.6
NC_000913	251018	251019	0.639
NC_000913	305537	305538	0.745
NC_000913	322516	322517	0.738
NC_000913	322819	322820	0.712
NC_000913	331030	331031	0.728
NC_000913	332628	332629	0.714
NC_000913	335568	335569	0.747
NC_000913	343011	343012	0.732
NC_000913	343128	343129	0.699
NC_000913	350026	350027	0.712
NC_000913	350206	350207	0.744
NC_000913	351798	351799	0.649
NC_000913	354356	354357	0.649
NC_000913	369641	369642	0.738
NC_000913	389386	389387	0.716
NC_000913	407098	407099	0.723
NC_000913	407757	407758	0.746
NC_000913	425675	425676	0.725
NC_000913	426534	426535	0.742
NC_000913	430186	430187	0.735
NC_000913	430453	430454	0.681
NC_000913	430842	430843	0.684
NC_000913	431272	431273	0.747
NC_000913	432480	432481	0.696
NC_000913	480165	480166	0.688
NC_000913	481575	481576	0.724
NC_000913	484879	484880	0.717
NC_000913	485465	485466	0.676
NC_000913	486779	486780	0.656
NC_000913	486984	486985	0.715
NC_000913	488192	488193	0.738
NC_000913	488201	488202	0.747
NC_000913	489424	489425	0.658
NC_000913	489762	489763	0.668
NC_000913	493703	493704	0.679
NC_000913	509331	509332	0.727
NC_000913	510321	510322	0.675
NC_000913	551045	551046	0.732
NC_000913	596912	596913	0.526
NC_000913	599017	599018	0.684
NC_000913	613967	613968	0.569
NC_000913	649442	649443	0.744
NC_000913	694089	694090	0.736
NC_000913	695254	695255	0.719
NC_000913	695262	695263	0.678
NC_000913	697558	697559	0.719
NC_000913	698338	698339	0.705
NC_000913	723730	723731	0.72
NC_000913	724133	724134	0.714
NC_000913	740042	740043	0.689
NC_000913	757545	757546	0.749
NC_000913	758943	758944	0.746
NC_000913	759600	759601	0.641
NC_000913	774089	774090	0.68
NC_000913	779888	779889	0.637
NC_000913	781379	781380	0.701
NC_000913	782481	782482	0.588
NC_000913	782482	782483	0.647
NC_000913	786982	786983	0.581
NC_000913	790688	790689	0.669
NC_000913	797126	797127	0.75
NC_000913	806145	806146	0.684
NC_000913	832927	832928	0.715
NC_000913	846551	846552	0.739
NC_000913	863816	863817	0.696
NC_000913	868138	868139	0.693
NC_000913	897006	897007	0.644
NC_000913	897715	897716	0.66
NC_000913	899073	899074	0.731
NC_000913	899130	899131	0.728
NC_000913	899297	899298	0.707
NC_000913	901344	901345	0.745
NC_000913	913443	913444	0.729
NC_000913	924122	924123	0.732
NC_000913	936893	936894	0.517
NC_000913	937547	937548	0.716
NC_000913	949104	949105	0.75
NC_000913	949333	949334	0.721
NC_000913	967380	967381	0.749
NC_000913	968453	968454	0.744
NC_000913	970656	970657	0.739
NC_000913	970676	970677	0.7
NC_000913	970677	970678	0.678
NC_000913	972270	972271	0.68
NC_000913	972823	972824	0.705
NC_000913	975351	975352	0.604
NC_000913	976949	976950	0.679
NC_000913	977299	977300	0.75
NC_000913	977373	977374	0.691
NC_000913	977409	977410	0.737
NC_000913	979851	979852	0.661
NC_000913	980160	980161	0.721
NC_000913	982174	982175	0.659
NC_000913	982652	982653	0.636
NC_000913	983971	983972	0.707
NC_000913	986198	986199	0.64
NC_000913	987817	987818	0.74
NC_000913	996317	996318	0.745
NC_000913	1000176	1000177	0.727
NC_000913	1010741	1010742	0.726
NC_000913	1012574	1012575	0.625
NC_000913	1015331	1015332	0.651
NC_000913	1018479	1018480	0.721
NC_000913	1054581	1054582	0.691
NC_000913	1060859	1060860	0.718
NC_000913	1061576	1061577	0.719
