"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0042908"	"xenobiotic transport"	"4/36"	"38/3394"	0.000609041623042904	0.188193861520257	0.176301522459788	"acrF/cusA/emrB/mdtF"	4
"GO:0097501"	"stress response to metal ion"	"2/36"	"11/3394"	0.00566625979264563	0.34217997900635	0.320556955294656	"cusA/ybaT"	2
"GO:0098662"	"inorganic cation transmembrane transport"	"5/36"	"112/3394"	0.00595644754456267	0.34217997900635	0.320556955294656	"cusA/emrB/kdpA/kdpB/lacY"	5
"GO:0009089"	"lysine biosynthetic process via diaminopimelate"	"2/36"	"13/3394"	0.00792938603523488	0.34217997900635	0.320556955294656	"dapF/metL"	2
"GO:0046451"	"diaminopimelate metabolic process"	"2/36"	"13/3394"	0.00792938603523488	0.34217997900635	0.320556955294656	"dapF/metL"	2
"GO:0006812"	"cation transport"	"7/36"	"231/3394"	0.00939459716648457	0.34217997900635	0.320556955294656	"ccmF/cusA/emrB/kdpA/kdpB/lacY/potG"	7
"GO:0015718"	"monocarboxylic acid transport"	"3/36"	"43/3394"	0.0101126801034818	0.34217997900635	0.320556955294656	"emrB/mdtF/yjhF"	3
"GO:0009085"	"lysine biosynthetic process"	"2/36"	"15/3394"	0.010533019740816	0.34217997900635	0.320556955294656	"dapF/metL"	2
"GO:0015721"	"bile acid and bile salt transport"	"2/36"	"15/3394"	0.010533019740816	0.34217997900635	0.320556955294656	"emrB/mdtF"	2
"GO:0098660"	"inorganic ion transmembrane transport"	"5/36"	"130/3394"	0.0110737857283609	0.34217997900635	0.320556955294656	"cusA/emrB/kdpA/kdpB/lacY"	5
"GO:0046688"	"response to copper ion"	"2/36"	"18/3394"	0.0150451700859592	0.356733610459644	0.334190914244258	"cusA/ybaT"	2
"GO:0006811"	"ion transport"	"9/36"	"383/3394"	0.0158087093315218	0.356733610459644	0.334190914244258	"ccmF/cusA/emrB/kdpA/kdpB/lacY/mdtF/potG/yjhF"	9
"GO:0042126"	"nitrate metabolic process"	"2/36"	"20/3394"	0.0184372775083762	0.356733610459644	0.334190914244258	"narH/narZ"	2
"GO:0042128"	"nitrate assimilation"	"2/36"	"20/3394"	0.0184372775083762	0.356733610459644	0.334190914244258	"narH/narZ"	2
"GO:0071805"	"potassium ion transmembrane transport"	"2/36"	"20/3394"	0.0184372775083762	0.356733610459644	0.334190914244258	"kdpA/kdpB"	2
"GO:0015849"	"organic acid transport"	"5/36"	"149/3394"	0.0191322179091342	0.356733610459644	0.334190914244258	"emrB/gltJ/livK/mdtF/ybaT"	5
"GO:0098655"	"cation transmembrane transport"	"5/36"	"153/3394"	0.0212222944965233	0.356733610459644	0.334190914244258	"cusA/emrB/kdpA/kdpB/lacY"	5
"GO:0006553"	"lysine metabolic process"	"2/36"	"22/3394"	0.0221207741591826	0.356733610459644	0.334190914244258	"dapF/metL"	2
"GO:0009081"	"branched-chain amino acid metabolic process"	"2/36"	"24/3394"	0.0260825620143801	0.356733610459644	0.334190914244258	"leuC/leuD"	2
"GO:0009082"	"branched-chain amino acid biosynthetic process"	"2/36"	"24/3394"	0.0260825620143801	0.356733610459644	0.334190914244258	"leuC/leuD"	2
"GO:0071941"	"nitrogen cycle metabolic process"	"2/36"	"24/3394"	0.0260825620143801	0.356733610459644	0.334190914244258	"narH/narZ"	2
"GO:2001057"	"reactive nitrogen species metabolic process"	"2/36"	"24/3394"	0.0260825620143801	0.356733610459644	0.334190914244258	"narH/narZ"	2
"GO:0071702"	"organic substance transport"	"10/36"	"489/3394"	0.0266960346042731	0.356733610459644	0.334190914244258	"ccmF/emrB/flhA/gltJ/lacY/livK/mdtF/potG/ybaT/yjhF"	10
"GO:0046677"	"response to antibiotic"	"4/36"	"110/3394"	0.0277074648900694	0.356733610459644	0.334190914244258	"emrB/ileS/mdtF/priA"	4
"GO:0030001"	"metal ion transport"	"4/36"	"113/3394"	0.0302155599417166	0.360221974189365	0.337458841431018	"ccmF/cusA/kdpA/kdpB"	4
"GO:0006813"	"potassium ion transport"	"2/36"	"26/3394"	0.0303099395758042	0.360221974189365	0.337458841431018	"kdpA/kdpB"	2
"GO:1901607"	"alpha-amino acid biosynthetic process"	"4/36"	"118/3394"	0.0346897242321733	0.391294362896532	0.366567704978867	"dapF/leuC/leuD/metL"	4
"GO:0034220"	"ion transmembrane transport"	"6/36"	"236/3394"	0.0354570943725013	0.391294362896532	0.366567704978867	"cusA/emrB/kdpA/kdpB/lacY/yjhF"	6
"GO:0010212"	"response to ionizing radiation"	"2/36"	"29/3394"	0.0371221504421502	0.393851197442792	0.368962968137516	"betB/priA"	2
"GO:0009432"	"SOS response"	"2/36"	"30/3394"	0.0395125796787267	0.393851197442792	0.368962968137516	"dinB/yafN"	2
"GO:0044781"	"bacterial-type flagellum organization"	"2/36"	"30/3394"	0.0395125796787267	0.393851197442792	0.368962968137516	"flhA/flhE"	2
"GO:0015850"	"organic hydroxy compound transport"	"2/36"	"32/3394"	0.0444643315089312	0.427313630452525	0.400310844402808	"emrB/mdtF"	2
"GO:0042221"	"response to chemical"	"8/36"	"387/3394"	0.0456354362619201	0.427313630452525	0.400310844402808	"cnoX/cusA/emrB/fadA/ileS/mdtF/priA/ybaT"	8
"GO:0009636"	"response to toxic substance"	"3/36"	"78/3394"	0.0484480613831718	0.44030738139412	0.412483494748367	"cusA/emrB/mdtF"	3
"GO:0006520"	"cellular amino acid metabolic process"	"6/36"	"261/3394"	0.0538326661090079	0.472191618223283	0.442352904143767	"dapF/guaA/ileS/leuC/leuD/metL"	6
"GO:0009067"	"aspartate family amino acid biosynthetic process"	"2/36"	"36/3394"	0.055012615715334	0.472191618223283	0.442352904143767	"dapF/metL"	2
"GO:1901605"	"alpha-amino acid metabolic process"	"5/36"	"200/3394"	0.0574846176891678	0.480074239620347	0.449737407241	"dapF/guaA/leuC/leuD/metL"	5
